file,class,status
data\raw\hagrid\mute\55a43a42-e8af-4896-b29b-4d8364d17802.jpg,mute,ok
data\raw\hagrid\mute\55c7822b-f0a5-429b-be62-43e44529d0b6.jpg,mute,ok
data\raw\hagrid\mute\55fc9370-a4a3-4b4d-937a-6917a01e4529.jpg,mute,ok
data\raw\hagrid\mute\562bafcc-7926-4a6f-8a38-d9ad79fe4ae2.jpg,mute,ok
data\raw\hagrid\mute\5656a6a8-7ef4-4e35-b552-a870536de7ad.jpg,mute,ok
data\raw\hagrid\mute\5681e8aa-c43a-47cf-87d2-db79d3f44c63.jpg,mute,ok
data\raw\hagrid\mute\56ab1b94-c4ce-49b4-a574-6ff324b9bcaf.jpg,mute,ok
data\raw\hagrid\mute\56def387-785f-451d-8fbc-d08658629454.jpg,mute,ok
data\raw\hagrid\mute\5709f514-2356-4838-8a0c-69c1ef0c29fa.jpg,mute,ok
data\raw\hagrid\mute\571f25d2-8bda-453d-87a2-cf6f61979192.jpg,mute,failed_detection
data\raw\hagrid\mute\57543e42-803c-48f1-95b0-ce6722e472f5.jpg,mute,ok
data\raw\hagrid\mute\57813b27-a468-462a-82f0-90b68fb77840.jpg,mute,failed_detection
data\raw\hagrid\mute\57a03d79-ce5e-40e1-be53-bd14df526e1d.jpg,mute,failed_detection
data\raw\hagrid\mute\57c03654-f030-43fb-9f8f-3db707d249f0.jpg,mute,ok
data\raw\hagrid\mute\57f97a73-753c-434f-90e1-092264ba8d6b.jpg,mute,failed_detection
data\raw\hagrid\mute\581ba5d7-eae8-48c4-b6f7-8ce481654313.jpg,mute,ok
data\raw\hagrid\mute\5845023b-0abb-49e0-a007-215b79791eb1.jpg,mute,ok
data\raw\hagrid\mute\586750dd-8f42-438b-abb5-7d3e85324e93.jpg,mute,ok
data\raw\hagrid\mute\588a08e6-96c3-4ed5-be04-b383db93292e.jpg,mute,ok
data\raw\hagrid\mute\58aa3f0e-9409-41d7-9889-0387a3ba5d10.jpg,mute,ok
data\raw\hagrid\mute\58c068a2-82b6-4db3-8693-3ea1dfb14264.jpg,mute,ok
data\raw\hagrid\mute\58d76a10-fa52-4536-a2f2-6298d4d51e81.jpg,mute,ok
data\raw\hagrid\mute\58f6c98b-0e2d-4221-8e37-298291773c0c.jpg,mute,ok
data\raw\hagrid\mute\59117510-c47d-418c-a72b-a8e7509f076f.jpg,mute,ok
data\raw\hagrid\mute\593484f0-7922-47bd-9e5a-422b61bc0a24.jpg,mute,ok
data\raw\hagrid\mute\595207a1-f368-41d1-88ec-b411b79107aa.jpg,mute,ok
data\raw\hagrid\mute\5964dea7-8346-4a90-bfe6-eb0369ec5ab0.jpg,mute,ok
data\raw\hagrid\mute\599410a3-0566-49e1-a835-dedb92f6c873.jpg,mute,ok
data\raw\hagrid\mute\59b41158-f82d-481e-a8fc-0dfdf158b255.jpg,mute,ok
data\raw\hagrid\mute\59edd257-d745-4ccb-b51e-5b2e7eab0dcc.jpg,mute,ok
data\raw\hagrid\mute\5a089d52-d72a-4dd5-9f83-15f0f535fb06.jpg,mute,ok
data\raw\hagrid\mute\5a2ba79a-a014-4cbb-8a2c-9ec7223a0926.jpg,mute,ok
data\raw\hagrid\mute\5a4bc29c-7b9a-48a7-a35d-05fe941f3523.jpg,mute,ok
data\raw\hagrid\mute\5a6d31f8-7ef1-4ae1-a250-591eb1303b5e.jpg,mute,ok
data\raw\hagrid\mute\5a855d44-f01b-4606-9c5c-3dc9d10afde0.jpg,mute,failed_detection
data\raw\hagrid\mute\5aa3a0d1-9702-4db2-b585-235ed8663140.jpg,mute,ok
data\raw\hagrid\mute\5ac1dc88-2e5e-4053-beed-5313310466cc.jpg,mute,ok
data\raw\hagrid\mute\5ae6895d-e777-43d5-9b38-310f5c103c76.jpg,mute,failed_detection
data\raw\hagrid\mute\5b158cbc-9657-4933-867d-366b729b228f.jpg,mute,ok
data\raw\hagrid\mute\5b2e72e8-4696-44c8-b55c-bff08f9389d5.jpg,mute,ok
data\raw\hagrid\mute\5b4f0286-ae82-4ac4-870c-5c59ac5428c4.jpg,mute,ok
data\raw\hagrid\mute\5b6a93ee-b133-4492-b462-0815c3fada14.jpg,mute,ok
data\raw\hagrid\mute\5b889b66-1a19-42f5-8632-9156b2cfe8d2.jpg,mute,ok
data\raw\hagrid\mute\5bc47738-f54e-491f-bc85-5fccdc70b0ac.jpg,mute,ok
data\raw\hagrid\mute\5be71dd9-6c10-4e77-abe5-36e9a9bbde7a.jpg,mute,ok
data\raw\hagrid\mute\5c01b797-16c8-4857-bde7-43cd3cca905a.jpg,mute,ok
data\raw\hagrid\mute\5c1af740-343e-4239-bdcd-4df38d464457.jpg,mute,ok
data\raw\hagrid\mute\5c3f4a4a-6200-4b5e-867a-409ccfb308f4.jpg,mute,ok
data\raw\hagrid\mute\5c59f751-bdb6-432a-8c35-1502cba6de11.jpg,mute,ok
data\raw\hagrid\mute\5c7f4eb9-b55f-434e-b5c2-7d8b461122de.jpg,mute,ok
data\raw\hagrid\mute\5c91fbe6-7b73-45bb-b0c2-970b42bc5a6e.jpg,mute,ok
data\raw\hagrid\mute\5cb18cd3-3846-4acc-b1e7-e35d719d8729.jpg,mute,ok
data\raw\hagrid\mute\5cdba972-96a1-4dd5-9ba0-cd8ebebdf564.jpg,mute,ok
data\raw\hagrid\mute\5cf89414-a9f8-400c-9489-d741a6be9ff5.jpg,mute,ok
data\raw\hagrid\mute\5d2dcdaa-d1d4-408e-b226-ff88ae444b84.jpg,mute,ok
data\raw\hagrid\mute\5d484e12-d252-4205-bb65-666b1dc8fcd2.jpg,mute,ok
data\raw\hagrid\mute\5d64c52d-b2ad-47d9-b9db-4d4d2f40b843.jpg,mute,failed_detection
data\raw\hagrid\mute\5d862237-53e7-4b82-87cc-72b095f7bf9b.jpg,mute,ok
data\raw\hagrid\mute\5da29cde-edf1-4097-9f4b-a3185b60d61f.jpg,mute,ok
data\raw\hagrid\mute\5dcc81e4-c5f2-4744-b55d-995685b4102e.jpg,mute,ok
data\raw\hagrid\mute\5df15e12-3955-4c3a-b3af-f6a44b4acab4.jpg,mute,ok
data\raw\hagrid\mute\5e1a4e1b-cf52-4480-8b76-92043f93cd82.jpg,mute,failed_detection
data\raw\hagrid\mute\5e3e801d-c073-480c-bec5-10c5b75a2bad.jpg,mute,ok
data\raw\hagrid\mute\5e6c2a1f-49f4-41a1-a6cc-0acb3ed063d4.jpg,mute,ok
data\raw\hagrid\mute\5e943d46-96fb-45a8-884f-19a0b7e6c324.jpg,mute,ok
data\raw\hagrid\mute\5eb6c919-2f47-4eaf-a32f-f5ebca6dbdff.jpg,mute,failed_detection
data\raw\hagrid\mute\5ed97d3e-507f-45b6-a2d9-495312d3da93.jpg,mute,ok
data\raw\hagrid\mute\5f0a5e8f-9736-4c14-a804-e2379f924525.jpg,mute,failed_detection
data\raw\hagrid\mute\5f2b12d3-03b5-4dc2-95a0-1a181bdbcf55.jpg,mute,ok
data\raw\hagrid\mute\5f5299e5-65db-4083-9ff2-2d4b67050821.jpg,mute,ok
data\raw\hagrid\mute\5f72e78f-4a83-4991-b598-178529c10d1c.jpg,mute,ok
data\raw\hagrid\mute\5f9b0b38-3f14-4381-9222-bd5b12079d8a.jpg,mute,ok
data\raw\hagrid\mute\5fbf2dcb-020d-4f35-91ea-d3003d3579f1.jpg,mute,failed_detection
data\raw\hagrid\mute\5fda36a2-d4a9-4cd0-94b1-950f7fb84555.jpg,mute,failed_detection
data\raw\hagrid\mute\5ffef6ff-a90e-4e31-b5d3-f523044f34b5.jpg,mute,ok
data\raw\hagrid\mute\6028ef6e-fc5e-4537-bcd9-80974e561293.jpg,mute,ok
data\raw\hagrid\mute\603bdbf9-3fb6-49b3-9713-0475192d90a4.jpg,mute,ok
data\raw\hagrid\mute\60586a75-652f-4134-bdb2-ec62d728d386.jpg,mute,ok
data\raw\hagrid\mute\60794987-0d55-4ee7-83b8-97396578505d.jpg,mute,failed_detection
data\raw\hagrid\mute\60a33cb2-3bf9-4ca2-b63a-1e38704ae37d.jpg,mute,failed_detection
data\raw\hagrid\mute\60d0338b-c0fd-4725-8445-ef64995ef4ed.jpg,mute,ok
data\raw\hagrid\mute\60f0c82b-7f8f-4188-a090-d525e6f638d3.jpg,mute,ok
data\raw\hagrid\mute\6119772c-98d9-41ca-9d31-ebf773a3d6bd.jpg,mute,failed_detection
data\raw\hagrid\mute\612fd144-df48-4611-8157-62fdceefe2da.jpg,mute,ok
data\raw\hagrid\mute\61598cde-6243-4dd9-974a-44740524ae74.jpg,mute,ok
data\raw\hagrid\mute\61787377-9153-4e2b-883d-4766568207aa.jpg,mute,ok
data\raw\hagrid\mute\6193de77-0b95-4549-80eb-46b31ff9177b.jpg,mute,ok
data\raw\hagrid\mute\61c73051-849c-4c0e-86b4-63856f16673f.jpg,mute,ok
data\raw\hagrid\mute\61e7b48c-3053-478e-89ca-3104964b4ba6.jpg,mute,ok
data\raw\hagrid\mute\61fd5cde-e79a-428b-9937-ad6e3e9e4c2d.jpg,mute,ok
data\raw\hagrid\mute\621a6ecc-91ae-4699-9170-792264010383.jpg,mute,ok
data\raw\hagrid\mute\62521d04-1ea5-4a32-9764-4c205b343bbd.jpg,mute,ok
data\raw\hagrid\mute\626ca1d4-f275-455b-b0ba-0ebcb7e3dda3.jpg,mute,ok
data\raw\hagrid\mute\62928833-5a8c-4125-963d-3d2d0eea71c3.jpg,mute,ok
data\raw\hagrid\mute\62c1352b-6cb9-4f7d-a26b-978b7144d9f9.jpg,mute,failed_detection
data\raw\hagrid\mute\62e92e3c-7396-4d8b-8613-e62c64a9a319.jpg,mute,ok
data\raw\hagrid\mute\630bac16-1eef-4af1-9410-3c8c7d9e973d.jpg,mute,ok
data\raw\hagrid\mute\632b0099-1c36-4f5d-a5df-0b52f3e28b4c.jpg,mute,ok
data\raw\hagrid\mute\63560264-5fcb-40be-af67-a1c986636c21.jpg,mute,ok
data\raw\hagrid\mute\63817646-dff3-45ff-b288-747a2026d041.jpg,mute,ok
data\raw\hagrid\mute\63a3d953-b72b-49a0-bc2b-c47c8c1a2673.jpg,mute,ok
data\raw\hagrid\mute\63bf1f6d-b12a-4ac1-a702-7a050a70028d.jpg,mute,ok
data\raw\hagrid\mute\63eaff76-8c94-453b-bf6b-a1c66ec32b21.jpg,mute,ok
data\raw\hagrid\mute\64104a88-fcd4-44e5-a584-0849f05e8c2b.jpg,mute,ok
data\raw\hagrid\mute\64343d71-7fb8-409b-a0cf-926d1e9e82d5.jpg,mute,ok
data\raw\hagrid\mute\645d882c-41d1-4745-8ec8-45e1abe1f242.jpg,mute,ok
data\raw\hagrid\mute\6483f3a1-120c-41ae-b128-2139c0b1071c.jpg,mute,ok
data\raw\hagrid\mute\649baa02-bad0-44a3-ad98-9302fec93bef.jpg,mute,ok
data\raw\hagrid\mute\64c33a2c-ae9a-4658-ba65-3df67f70b56e.jpg,mute,ok
data\raw\hagrid\mute\64eee508-b398-457b-b690-6c7ac4ac7659.jpg,mute,ok
data\raw\hagrid\mute\651047a5-7692-41af-96c4-a9b1057e96c2.jpg,mute,ok
data\raw\hagrid\mute\653551a2-1a0b-4006-8b5c-b5eb4a56b2f3.jpg,mute,ok
data\raw\hagrid\mute\6559ac1f-d9bb-457b-8ae9-3f9547c4cfa8.jpg,mute,ok
data\raw\hagrid\mute\6579f4b6-cb39-45e0-b5fe-80bb1194c0fa.jpg,mute,ok
data\raw\hagrid\mute\65a13ee3-4ee1-4c59-b351-9d3ce2559843.jpg,mute,ok
data\raw\hagrid\mute\65c82ca7-1ddf-4406-aeda-f389a36e12b7.jpg,mute,ok
data\raw\hagrid\mute\65f1a572-e3e6-48c1-8de2-027eb20bedf3.jpg,mute,ok
data\raw\hagrid\mute\660d9529-a4a0-478c-9834-e7f29f928ffe.jpg,mute,ok
data\raw\hagrid\mute\66251ed3-9bc6-4363-83d6-65491f03f838.jpg,mute,ok
data\raw\hagrid\mute\66402664-d7b5-48c3-861a-e663b4273c77.jpg,mute,ok
data\raw\hagrid\mute\667600f8-2da3-4c71-a6c2-38f5c19131e6.jpg,mute,ok
data\raw\hagrid\mute\669c6f8b-b415-4a00-9548-fcc478d8ba32.jpg,mute,ok
data\raw\hagrid\mute\66b244df-bdd8-443f-98af-afcb6f30329d.jpg,mute,ok
data\raw\hagrid\mute\66eb282d-b552-44b5-9982-5a13e865bbd1.jpg,mute,failed_detection
data\raw\hagrid\mute\670812db-86b4-4be2-b7b0-bade62803e79.jpg,mute,ok
data\raw\hagrid\mute\672dedb9-d100-4502-a4dc-84d608d550a7.jpg,mute,ok
data\raw\hagrid\mute\674d635d-6435-4788-8150-8ab142533a7e.jpg,mute,ok
data\raw\hagrid\mute\676cf154-99bd-4d8b-b0fd-beb4c866eaad.jpg,mute,failed_detection
data\raw\hagrid\mute\6798f19b-27d9-4615-92d7-190a7caa5829.jpg,mute,ok
data\raw\hagrid\mute\67c7da94-dfa6-4470-8927-d9a21e9308a6.jpg,mute,ok
data\raw\hagrid\mute\67f26dc8-aeb2-4df2-8e75-ace7537aa19a.jpg,mute,ok
data\raw\hagrid\mute\680c1926-9a71-4d76-9362-22d411b1268a.jpg,mute,ok
data\raw\hagrid\mute\6828ce0d-cd05-4e53-b9a4-bd23316662de.jpg,mute,ok
data\raw\hagrid\mute\68529bc2-4398-4836-b8c6-c9d90db8281d.jpg,mute,failed_detection
data\raw\hagrid\mute\6876f4ff-59db-4307-8016-3cae9ffda306.jpg,mute,ok
data\raw\hagrid\mute\6890eb65-2a5e-4ce7-8af7-40febdd2dc47.jpg,mute,ok
data\raw\hagrid\mute\68aa90dc-d0ab-4ad2-afcd-a13cc6643fe6.jpg,mute,ok
data\raw\hagrid\mute\68ccc9b0-10c3-44e0-b3a8-eb6973e3ba57.jpg,mute,ok
data\raw\hagrid\mute\68e94ce8-570e-407f-9d12-8ebd83a0b03c.jpg,mute,failed_detection
data\raw\hagrid\mute\690bea75-2271-40b2-8855-8c4acc90d21f.jpg,mute,ok
data\raw\hagrid\mute\69337ef8-4de6-413d-87b6-56d2b7e52a0d.jpg,mute,ok
data\raw\hagrid\mute\69628e5e-b5ea-45bd-8f16-fd1942f60cda.jpg,mute,ok
data\raw\hagrid\mute\697da0e9-cdca-426f-8d90-0a80a4a566dc.jpg,mute,ok
data\raw\hagrid\mute\699b0261-b47f-4b8e-846f-84ef257fd180.jpg,mute,failed_detection
data\raw\hagrid\mute\69bad439-6ed4-4f30-ba63-c666e85761f0.jpg,mute,ok
data\raw\hagrid\mute\69da6417-791b-494e-8381-9c258acc93ae.jpg,mute,failed_detection
data\raw\hagrid\mute\69f1dac5-e75a-432d-95b3-7bba6f6bf7fa.jpg,mute,ok
data\raw\hagrid\mute\6a1ea466-2316-4b35-a08c-01d58c9ffe0f.jpg,mute,ok
data\raw\hagrid\mute\6a3dcdba-1775-4950-8328-2a7f10515d23.jpg,mute,ok
data\raw\hagrid\mute\6a5e1a65-0a5f-4d22-b379-8bea60b85f53.jpg,mute,ok
data\raw\hagrid\mute\6a911574-1d47-4e08-be23-9650634a99c5.jpg,mute,ok
data\raw\hagrid\mute\6ab60c9d-4b4b-45b9-b43d-7e9bb2b6d13a.jpg,mute,ok
data\raw\hagrid\mute\6ace30bb-8031-4e3c-a3fe-37d5c72ac1f4.jpg,mute,ok
data\raw\hagrid\mute\6ae43ff7-5db0-43da-a510-6ef76d32cf43.jpg,mute,failed_detection
data\raw\hagrid\mute\6b0940ee-3f9e-412c-8ec2-470ec84117d3.jpg,mute,ok
data\raw\hagrid\mute\6b2ccf45-f652-459d-9903-a552baa9ea03.jpg,mute,ok
data\raw\hagrid\mute\6b4cb90d-9b2e-440c-adb2-93e69169b78a.jpg,mute,ok
data\raw\hagrid\mute\6b6fe99b-25e3-471e-b73f-83c433f6a957.jpg,mute,ok
data\raw\hagrid\mute\6b8b614e-54ce-4cce-aa24-2fc5e2d75808.jpg,mute,ok
data\raw\hagrid\mute\6baf6480-d24e-4237-b4ec-e69c60ac83b8.jpg,mute,ok
data\raw\hagrid\mute\6bd8b50e-ed88-4df5-a864-e2834cd7110b.jpg,mute,ok
data\raw\hagrid\mute\6bf6b1ac-3ee9-4b5c-8412-cfcf7c99cf12.jpg,mute,ok
data\raw\hagrid\mute\6c2395b8-cfa6-40b3-9005-d5c9ab6a0f55.jpg,mute,ok
data\raw\hagrid\mute\6c563d59-f212-4514-9617-75b0828ca3b1.jpg,mute,ok
data\raw\hagrid\mute\6c76004f-399b-48e4-9f6b-f40c26fde41e.jpg,mute,ok
data\raw\hagrid\mute\6c914f70-822b-4ec7-adb0-58e226dbddaf.jpg,mute,failed_detection
data\raw\hagrid\mute\6cb3feb5-848e-48fd-941c-624100aa6172.jpg,mute,ok
data\raw\hagrid\mute\6cd24c39-b134-4113-9a43-8fe94098b94e.jpg,mute,ok
data\raw\hagrid\mute\6cf26583-2f6b-421b-ab4e-a37a9fb0451c.jpg,mute,ok
data\raw\hagrid\mute\6d140276-8dcc-49e4-bcfa-7c3d026f5ac1.jpg,mute,failed_detection
data\raw\hagrid\mute\6d429196-eeac-47f3-921e-7476728b9a18.jpg,mute,ok
data\raw\hagrid\mute\6d62221a-70aa-4372-ba85-1ba2bfdf7d77.jpg,mute,ok
data\raw\hagrid\mute\6d825fa8-4218-4066-adea-a97f9877c394.jpg,mute,ok
data\raw\hagrid\mute\6dae6ba4-db55-4547-be95-6bd8c58f6448.jpg,mute,ok
data\raw\hagrid\mute\6dce4e0d-e2f9-4548-9b0c-ba92689232a1.jpg,mute,ok
data\raw\hagrid\mute\6df73cfd-8cca-4c43-9739-fc34de1344f6.jpg,mute,ok
data\raw\hagrid\mute\6e1f44d8-4e0c-45ad-876d-a21fb2b6d67b.jpg,mute,ok
data\raw\hagrid\mute\6e4c9044-3133-4765-851b-c9bd827292fa.jpg,mute,ok
data\raw\hagrid\mute\6e7916e9-08dd-4745-b5a0-7791d61cdc3a.jpg,mute,ok
data\raw\hagrid\mute\6e9c7fb1-75dd-4213-aab3-12e09856d4b3.jpg,mute,ok
data\raw\hagrid\mute\6eb3e111-2caa-4dc1-8314-353ffca8bb07.jpg,mute,ok
data\raw\hagrid\mute\6ece18dd-d870-48db-8f30-0f86bbf94c68.jpg,mute,ok
data\raw\hagrid\mute\6ee82c8b-ac51-49da-b82c-77bae7711b10.jpg,mute,ok
data\raw\hagrid\mute\6f0774f2-2217-444a-8dd2-fcadb1858836.jpg,mute,ok
data\raw\hagrid\mute\6f2fe433-6329-4af6-89e7-9e3bb4bea707.jpg,mute,ok
data\raw\hagrid\mute\6f4ad14d-ab4a-4d5b-8348-471675b1a429.jpg,mute,ok
data\raw\hagrid\mute\6f73a0e6-692b-422b-94f6-21adb8d01b17.jpg,mute,ok
data\raw\hagrid\mute\6f8ce26f-3963-4693-ad7a-de256c68ffd1.jpg,mute,ok
data\raw\hagrid\mute\6fb6d03c-66da-4fb6-9e04-ef02dfc8bc51.jpg,mute,ok
data\raw\hagrid\mute\6fdb25d8-9df5-4146-8b9d-0ecbbae9b636.jpg,mute,ok
data\raw\hagrid\mute\700be1d6-2731-4011-9a66-c3faf0213036.jpg,mute,ok
data\raw\hagrid\mute\702dc56e-7aba-44f8-8444-cddcf1d0f68d.jpg,mute,ok
data\raw\hagrid\mute\705cbcc9-3818-4d2f-a8a5-0c6f3a13a451.jpg,mute,ok
data\raw\hagrid\mute\707f7560-e5ff-41c0-9dae-79487d0b83b6.jpg,mute,ok
data\raw\hagrid\mute\70adaa16-c61b-4ee4-9c09-d3a0dce8c7fd.jpg,mute,ok
data\raw\hagrid\mute\70c75b26-ca33-4c1c-a949-c822a2ebcf61.jpg,mute,ok
data\raw\hagrid\mute\70ea1aa4-73d1-43dc-8a4d-f4959b217bd8.jpg,mute,ok
data\raw\hagrid\mute\7110df00-7056-4b90-af54-39edd196cc57.jpg,mute,ok
data\raw\hagrid\mute\712afc55-9eae-4ae1-979d-c56d28fc7070.jpg,mute,ok
data\raw\hagrid\mute\715448b7-6a51-4675-854b-f84f5c1e0712.jpg,mute,failed_detection
data\raw\hagrid\mute\716be279-d271-480f-b132-c05a804fe351.jpg,mute,ok
data\raw\hagrid\mute\718e05d0-2c28-42e2-a039-8833772e4959.jpg,mute,ok
data\raw\hagrid\mute\71b1d63c-a466-4254-aad3-050121d1979c.jpg,mute,ok
data\raw\hagrid\mute\71d70184-9cac-4ddc-838b-0cf15e9cd2cf.jpg,mute,ok
data\raw\hagrid\mute\7205d706-aa1a-43d2-b068-ce08264e704e.jpg,mute,ok
data\raw\hagrid\mute\722ab4e7-52ca-4c60-a1e9-ddb092754fad.jpg,mute,ok
data\raw\hagrid\mute\72514af2-3b32-4be2-8ddf-fcaf528db663.jpg,mute,ok
data\raw\hagrid\mute\728243eb-62fb-41b5-aab4-d67c00108e6f.jpg,mute,failed_detection
data\raw\hagrid\mute\72a32e90-7fa9-4bc8-add3-7d4c2ebe88d6.jpg,mute,ok
data\raw\hagrid\mute\72cc7663-3305-46ab-85c6-1146cdfed12c.jpg,mute,ok
data\raw\hagrid\mute\72e8c977-ef2f-4b33-8375-2ce440613224.jpg,mute,failed_detection
data\raw\hagrid\mute\73078a9c-4130-43c7-b675-962febd26541.jpg,mute,ok
data\raw\hagrid\mute\733994bb-3cb1-47ab-93b4-6b0becf29c75.jpg,mute,ok
data\raw\hagrid\mute\73714fc4-250b-4b06-9f09-ed256fcd36ae.jpg,mute,ok
data\raw\hagrid\mute\7396a5bb-63d9-48e9-a76e-df2490edd343.jpg,mute,ok
data\raw\hagrid\mute\73d0d943-2148-4cd9-9e2a-105c581e3114.jpg,mute,ok
data\raw\hagrid\mute\73f36e76-3603-45de-b686-d0299e04f348.jpg,mute,ok
data\raw\hagrid\mute\740ed702-bb58-4a0a-915c-7fe1447a37cf.jpg,mute,ok
data\raw\hagrid\mute\74384e97-3f0b-41c8-83c9-1f484800fe4c.jpg,mute,ok
data\raw\hagrid\mute\7450c36d-f432-4e95-bfbd-6be1120cf01d.jpg,mute,ok
data\raw\hagrid\mute\747c277b-97cc-4a65-9d6e-a2b26e79ff36.jpg,mute,ok
data\raw\hagrid\mute\749af6bb-c9ae-48ca-a559-4cee84513724.jpg,mute,ok
data\raw\hagrid\mute\74b75870-ace2-4bd4-b437-9a0c30ef9321.jpg,mute,failed_detection
data\raw\hagrid\mute\74d033a8-7872-44cc-9a14-f9e9b1333b3c.jpg,mute,ok
data\raw\hagrid\mute\74f1e59d-8da8-4ae1-881e-179d1e1489b7.jpg,mute,failed_detection
data\raw\hagrid\mute\750b8e01-ae8d-4208-a55f-6e3f085dac48.jpg,mute,ok
data\raw\hagrid\mute\75337063-dc37-4560-a2af-6e718e81f73f.jpg,mute,ok
data\raw\hagrid\mute\7556324d-a229-4da2-bc81-7e9fafbcba0d.jpg,mute,ok
data\raw\hagrid\mute\7583dfd1-2431-40ce-b085-becfdd992de6.jpg,mute,ok
data\raw\hagrid\mute\75c47fbb-3982-488a-92b0-2b90d20d3f13.jpg,mute,ok
data\raw\hagrid\mute\75e2da02-5747-4e64-a55f-c87730e7cc94.jpg,mute,ok
data\raw\hagrid\mute\760d46b9-7ce4-4244-a9ad-250f24afa411.jpg,mute,ok
data\raw\hagrid\mute\763bb7b0-f533-4943-8881-a7ee6cbfcfe4.jpg,mute,ok
data\raw\hagrid\mute\765aa3e8-45dc-45cd-8125-b641fb2b9ae4.jpg,mute,ok
data\raw\hagrid\mute\7682659c-fc46-4257-92d0-c0fb5fdfa5c6.jpg,mute,ok
data\raw\hagrid\mute\76a4a67f-b5bf-4a5d-a5cf-b2abfe9f907c.jpg,mute,ok
data\raw\hagrid\mute\76c600d9-e516-4349-8929-e94352348b99.jpg,mute,failed_detection
data\raw\hagrid\mute\76eac9df-fabb-4196-b6fe-da3479cf4198.jpg,mute,failed_detection
data\raw\hagrid\mute\7721494d-dfab-4c37-908c-7b3e42eb3093.jpg,mute,ok
data\raw\hagrid\mute\7749c666-4d59-4338-9c12-0b4f0f072fc1.jpg,mute,ok
data\raw\hagrid\mute\776b8270-7349-47b6-95a4-12cfa634fe2a.jpg,mute,ok
data\raw\hagrid\mute\77ab2841-4fa3-44e3-a9c5-48c97c9c190d.jpg,mute,ok
data\raw\hagrid\mute\77c8433d-0add-4299-af4b-d5f2279e84e4.jpg,mute,ok
data\raw\hagrid\mute\77e15d09-7563-43c4-a926-5a00ab48df73.jpg,mute,ok
data\raw\hagrid\mute\780c5ad4-a2ba-4365-815e-07ff88fdf338.jpg,mute,ok
data\raw\hagrid\mute\7843c492-4617-4ad7-8b17-72b67e31f49e.jpg,mute,ok
data\raw\hagrid\mute\78732d8d-5193-44b2-a22b-b1a1f113be76.jpg,mute,ok
data\raw\hagrid\mute\7890e547-b1e5-4a32-be78-4ca2f48925b4.jpg,mute,ok
data\raw\hagrid\mute\78bd301a-a4fb-4fa3-9780-9f9515c6124a.jpg,mute,ok
data\raw\hagrid\mute\78de13cf-0f25-4790-b86f-ac85c322fbf8.jpg,mute,failed_detection
data\raw\hagrid\mute\78fa40b5-25ed-4c69-9472-549e2889353e.jpg,mute,ok
data\raw\hagrid\mute\79293c6a-e9b2-440f-bcaf-0f8c7738f3d0.jpg,mute,ok
data\raw\hagrid\mute\79473f03-35af-48b1-b1e7-5d5b9f568f79.jpg,mute,ok
data\raw\hagrid\mute\7963a9d0-dbb5-4bfb-9974-27f71b795237.jpg,mute,ok
data\raw\hagrid\mute\798f0bcb-2e2f-44c9-baae-acb854f32ce1.jpg,mute,ok
data\raw\hagrid\mute\79bdddd3-836b-4fe6-b9a1-2d3052e0da38.jpg,mute,ok
data\raw\hagrid\mute\79dc83ad-7efc-4ccd-962e-82e8ba1ffb6a.jpg,mute,ok
data\raw\hagrid\mute\79fae335-d37a-48b5-87d6-9c0e22da83b3.jpg,mute,ok
data\raw\hagrid\mute\7a2563ca-e054-469f-8804-b0aef345572e.jpg,mute,ok
data\raw\hagrid\mute\7a4d61be-4246-432a-af6d-465500765915.jpg,mute,failed_detection
data\raw\hagrid\mute\7a71a254-1678-4f2a-a469-35f925678751.jpg,mute,ok
data\raw\hagrid\mute\7a8a897d-c0a3-4364-a16e-5e9618d0177e.jpg,mute,ok
data\raw\hagrid\mute\7aacb832-1ec7-473f-bcb9-3931f92d48d7.jpg,mute,ok
data\raw\hagrid\mute\7ad24f8d-1e68-4262-8525-d06f3261caca.jpg,mute,ok
data\raw\hagrid\mute\7af6f996-70d2-4643-a570-a6d0198615f5.jpg,mute,ok
data\raw\hagrid\mute\7b2271f3-be99-438a-8e83-affc207056aa.jpg,mute,ok
data\raw\hagrid\mute\7b474d6d-a63f-410c-8b0b-1f33a341dd2d.jpg,mute,ok
data\raw\hagrid\mute\7b6bc679-200d-4bdf-9010-29b5d00f02f6.jpg,mute,ok
data\raw\hagrid\mute\7b970a3e-1ccb-4055-a0a4-80f41730ba79.jpg,mute,ok
data\raw\hagrid\mute\7bb088e1-8d7c-42b2-af3c-b487465c3b2e.jpg,mute,ok
data\raw\hagrid\mute\7bc8ba0f-aca6-403c-bf02-efadb0ae8288.jpg,mute,ok
data\raw\hagrid\mute\7be8f054-a05c-4946-987c-2f4b1b6364cf.jpg,mute,ok
data\raw\hagrid\mute\7c05b9ec-2cbf-41e9-9b3d-c59c24a9b799.jpg,mute,ok
data\raw\hagrid\mute\7c216a84-c996-46ec-a233-7be1bdf80ae8.jpg,mute,ok
data\raw\hagrid\mute\7c5129d4-7748-4f80-af56-08e89e5e3f61.jpg,mute,ok
data\raw\hagrid\mute\7c747746-0c54-4855-9dd3-548037cce434.jpg,mute,failed_detection
data\raw\hagrid\mute\7c96ab97-93a9-487e-bf9a-900403f55193.jpg,mute,ok
